Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
477,Jonas Valančiūnas\valanjo01,C,28,MEM,47,46,27.9,7.0,12.2,.576,0.3,0.9,.341,6.7,11.3,.595,.589,2.6,3.3,.776,4.2,8.5,12.7,1.8,0.6,0.8,1.7,2.9,17.0
478,Denzel Valentine\valende01,SG,27,CHI,46,3,17.6,2.7,7.1,.379,1.4,4.1,.332,1.3,3.0,.445,.476,0.2,0.2,1.000,0.4,3.2,3.6,1.7,0.6,0.0,0.6,1.1,7.0
479,Jarred Vanderbilt\vandeja01,PF,21,MIN,47,25,17.3,2.1,3.5,.606,0.0,0.1,.250,2.1,3.4,.615,.609,1.0,1.7,.600,1.5,3.7,5.2,1.3,0.9,0.7,0.9,1.9,5.3
480,Fred VanVleet\vanvlfr01,SG,26,TOR,44,44,36.4,6.5,16.5,.393,3.3,9.0,.371,3.1,7.5,.419,.494,3.5,4.0,.885,0.6,3.6,4.2,6.1,1.7,0.8,2.0,2.4,19.8
481,Devin Vassell\vassede01,SF,20,SAS,44,1,16.5,1.8,4.4,.397,0.9,2.2,.392,0.9,2.2,.402,.495,0.7,0.8,.879,0.4,2.3,2.8,0.9,0.8,0.3,0.4,1.4,5.0
482,Gabe Vincent\vincega01,PG,24,MIA,37,6,13.9,1.9,5.1,.369,0.9,3.2,.277,1.0,1.8,.529,.457,0.5,0.6,.870,0.2,0.9,1.1,1.4,0.5,0.1,0.7,1.6,5.2
483,Noah Vonleh\vonleno01,PF,25,BRK,4,0,2.8,0.0,0.8,.000,0.0,0.5,.000,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.5,0.5,0.0
484,Nikola Vučević\vucevni01,C,30,TOT,54,54,33.7,9.7,20.1,.484,2.6,6.2,.409,7.2,13.9,.517,.547,2.0,2.4,.833,2.0,9.4,11.4,3.7,1.0,0.7,1.8,1.9,24.0
484,Nikola Vučević\vucevni01,C,30,ORL,44,44,34.1,9.9,20.6,.480,2.7,6.5,.406,7.3,14.1,.515,.545,2.1,2.5,.827,2.0,9.8,11.8,3.8,1.0,0.6,1.9,1.8,24.5
484,Nikola Vučević\vucevni01,C,30,CHI,10,10,31.8,8.9,17.7,.503,2.1,4.9,.429,6.8,12.8,.531,.562,1.9,2.2,.864,2.1,7.6,9.7,3.5,1.1,1.0,1.4,2.3,21.8
485,Dean Wade\wadede01,PF,24,CLE,45,12,16.9,2.0,4.6,.439,1.1,3.0,.372,0.9,1.5,.574,.563,0.4,0.5,.762,0.5,2.6,3.0,1.1,0.5,0.4,0.4,1.1,5.5
486,Moritz Wagner\wagnemo01,C,23,TOT,33,14,13.1,2.0,4.1,.489,0.5,1.5,.313,1.5,2.6,.586,.544,1.3,1.6,.778,0.5,2.3,2.8,1.2,0.7,0.2,0.8,2.1,5.7
486,Moritz Wagner\wagnemo01,C,23,WAS,25,13,15.0,2.5,4.9,.508,0.5,1.7,.310,2.0,3.2,.613,.561,1.6,2.1,.788,0.5,2.4,2.9,1.3,0.9,0.3,0.8,2.5,7.1
486,Moritz Wagner\wagnemo01,C,23,BOS,8,1,7.0,0.5,1.6,.308,0.3,0.8,.333,0.3,0.9,.286,.385,0.1,0.3,.500,0.4,1.9,2.3,0.8,0.0,0.0,0.8,1.0,1.4
487,Kemba Walker\walkeke02,PG,30,BOS,35,35,31.4,6.1,15.3,.397,2.7,8.1,.340,3.3,7.3,.461,.487,2.8,3.0,.942,0.3,3.5,3.8,5.1,1.1,0.3,2.1,1.3,17.7
488,Lonnie Walker\walkelo01,SG,22,SAS,40,30,25.6,4.4,10.2,.429,1.7,4.7,.364,2.7,5.5,.484,.512,1.1,1.3,.792,0.3,2.4,2.7,1.6,0.5,0.4,1.0,1.9,11.5
489,John Wall\walljo01,PG,30,HOU,35,35,32.1,7.3,18.1,.405,2.1,6.3,.333,5.2,11.8,.443,.463,3.8,5.2,.729,0.5,2.8,3.3,6.8,1.1,0.8,3.4,1.2,20.6
490,Brad Wanamaker\wanambr01,PG,31,TOT,47,0,16.7,1.8,4.9,.367,0.3,1.6,.211,1.4,3.3,.444,.402,1.4,1.5,.903,0.3,1.4,1.7,2.8,0.7,0.2,1.1,1.5,5.3
490,Brad Wanamaker\wanambr01,PG,31,GSW,39,0,16.0,1.6,4.4,.353,0.3,1.6,.213,1.2,2.9,.429,.390,1.3,1.4,.893,0.2,1.5,1.7,2.5,0.7,0.2,0.9,1.4,4.7
490,Brad Wanamaker\wanambr01,PG,31,CHO,8,0,20.3,2.9,7.0,.411,0.4,1.9,.200,2.5,5.1,.488,.438,1.9,2.0,.938,0.5,1.3,1.8,4.1,0.9,0.3,1.9,2.0,8.0
491,T.J. Warren\warretj01,SF,27,IND,4,4,29.3,6.8,12.8,.529,0.0,1.8,.000,6.8,11.0,.614,.529,2.0,2.5,.800,0.5,3.0,3.5,1.3,0.5,0.0,1.0,4.0,15.5
492,P.J. Washington\washipj01,PF,22,CHO,48,48,29.4,4.1,9.7,.426,1.4,3.8,.370,2.8,6.0,.462,.498,1.9,2.4,.791,1.4,5.0,6.4,2.7,1.0,1.3,2.1,2.7,11.6
493,Yuta Watanabe\watanyu01,SF,26,TOR,36,1,12.4,1.2,2.8,.412,0.5,1.4,.367,0.7,1.5,.453,.500,0.3,0.4,.786,0.8,2.3,3.2,0.6,0.5,0.4,0.3,1.0,3.1
494,Tremont Waters\watertr01,PG,23,BOS,15,1,7.5,0.8,2.4,.333,0.4,1.1,.353,0.4,1.3,.316,.417,0.7,0.8,.917,0.2,0.5,0.7,2.3,0.5,0.0,0.9,0.4,2.7
495,Paul Watson\watsopa01,SF,26,TOR,24,0,9.8,1.0,2.3,.455,0.8,1.8,.455,0.2,0.5,.455,.636,0.1,0.2,.500,0.1,1.3,1.5,0.5,0.2,0.1,0.3,1.3,3.0
496,Quinndary Weatherspoon\weathqu01,SG,24,SAS,15,0,4.7,0.3,1.0,.333,0.0,0.1,.000,0.3,0.9,.385,.333,0.5,0.5,.875,0.1,0.3,0.4,0.3,0.3,0.1,0.5,0.7,1.1
497,Russell Westbrook\westbru01,PG,32,WAS,46,46,35.3,8.2,18.8,.436,1.3,4.2,.309,6.9,14.6,.473,.471,4.0,6.4,.627,1.6,9.1,10.7,10.8,1.2,0.4,5.0,2.7,21.7
498,Coby White\whiteco01,PG,20,CHI,50,36,30.9,5.3,12.9,.410,2.1,6.2,.340,3.2,6.7,.475,.491,1.7,1.9,.906,0.4,3.8,4.2,4.4,0.5,0.2,2.2,2.6,14.4
499,Derrick White\whitede01,SG,26,SAS,28,24,29.3,5.0,12.3,.404,2.1,6.5,.320,2.9,5.8,.497,.488,2.6,3.0,.857,0.3,2.5,2.7,3.3,0.8,1.0,1.4,2.7,14.6
500,Hassan Whiteside\whiteha01,C,31,SAC,31,1,14.3,3.3,5.9,.560,0.0,0.0,.000,3.3,5.9,.563,.560,1.2,2.2,.529,1.6,4.1,5.7,0.5,0.2,1.3,1.1,1.8,7.8
501,Greg Whittington\whittgr01,PF,27,DEN,4,0,3.0,0.0,0.8,.000,0.0,0.5,.000,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
502,Andrew Wiggins\wiggian01,PF,25,GSW,54,54,32.6,6.8,14.4,.473,2.0,5.2,.381,4.9,9.2,.525,.542,2.4,3.4,.694,1.0,3.8,4.8,2.3,1.0,1.0,1.9,2.2,18.0
503,Grant Williams\willigr01,PF,22,BOS,47,8,18.6,1.6,3.7,.436,0.8,2.0,.387,0.8,1.7,.494,.541,0.4,0.8,.528,0.8,2.1,2.9,1.0,0.6,0.4,0.9,2.6,4.4
504,Kenrich Williams\willike04,PF,26,OKC,54,10,20.7,3.1,5.8,.538,0.7,1.6,.437,2.4,4.2,.577,.599,0.5,0.9,.565,1.3,2.9,4.2,2.2,0.7,0.2,1.0,2.0,7.4
505,Lou Williams\willilo02,PG,34,TOT,50,3,22.2,4.4,10.4,.423,1.1,2.8,.397,3.3,7.5,.432,.477,2.3,2.6,.863,0.3,1.7,2.0,3.5,0.9,0.1,1.6,1.0,12.1
505,Lou Williams\willilo02,PG,34,LAC,42,3,21.9,4.3,10.2,.421,1.1,2.8,.378,3.2,7.4,.437,.473,2.5,2.8,.866,0.4,1.7,2.1,3.4,0.9,0.1,1.6,1.0,12.1
505,Lou Williams\willilo02,PG,34,ATL,8,0,24.0,4.8,11.0,.432,1.4,2.8,.500,3.4,8.3,.409,.494,1.3,1.5,.833,0.3,1.5,1.8,3.9,0.5,0.1,1.5,0.9,12.1
506,Patrick Williams\willipa01,PF,19,CHI,52,52,28.5,3.7,7.7,.475,0.8,2.1,.380,2.9,5.6,.510,.526,1.3,1.7,.767,1.0,3.7,4.6,1.3,0.9,0.7,1.4,2.0,9.4
507,Robert Williams\williro04,C,23,BOS,47,10,18.9,3.7,5.1,.720,0.0,0.0,.000,3.7,5.0,.726,.720,0.9,1.4,.646,2.6,4.4,7.0,1.8,0.8,1.8,1.0,2.1,8.2
508,Zion Williamson\willizi01,PF,20,NOP,49,49,32.9,10.3,16.6,.620,0.2,0.5,.360,10.1,16.1,.628,.625,6.1,8.7,.703,2.6,4.6,7.1,3.7,0.9,0.7,2.5,2.2,26.8
509,D.J. Wilson\wilsodj01,PF,24,TOT,25,0,10.5,1.6,3.9,.408,0.8,2.2,.382,0.8,1.7,.442,.515,0.3,0.4,.727,0.4,2.3,2.8,0.4,0.2,0.5,0.6,1.3,4.4
509,D.J. Wilson\wilsodj01,PF,24,MIL,12,0,8.8,1.3,3.6,.372,0.8,2.3,.357,0.5,1.3,.400,.488,0.1,0.2,.500,0.3,1.8,2.1,0.3,0.1,0.3,0.3,1.1,3.6
509,D.J. Wilson\wilsodj01,PF,24,HOU,13,0,12.1,1.8,4.2,.436,0.8,2.1,.407,1.0,2.2,.464,.536,0.5,0.7,.778,0.6,2.8,3.4,0.5,0.2,0.6,0.8,1.5,5.1
510,Dylan Windler\windldy01,SF,24,CLE,31,0,16.5,1.8,4.2,.438,0.8,2.5,.338,1.0,1.7,.585,.538,0.7,0.9,.778,0.6,2.8,3.5,1.1,0.6,0.4,1.0,1.2,5.2
511,Justise Winslow\winslju01,SF,24,MEM,16,0,21.1,3.1,9.1,.342,0.3,2.6,.122,2.8,6.6,.429,.360,0.6,1.0,.563,0.8,4.0,4.8,1.8,0.8,0.4,1.6,2.0,7.1
512,Cassius Winston\winstca01,PG,22,WAS,15,0,5.7,0.7,1.7,.385,0.5,1.0,.467,0.2,0.7,.273,.519,0.3,0.4,.833,0.0,0.6,0.6,0.7,0.1,0.1,0.1,0.5,2.1
513,James Wiseman\wisemja01,C,19,GSW,39,27,21.4,4.9,9.4,.519,0.3,1.0,.316,4.6,8.5,.542,.535,1.4,2.2,.628,1.4,4.4,5.8,0.7,0.3,0.9,1.5,3.1,11.5
514,Christian Wood\woodch01,C,25,HOU,31,31,31.8,8.2,15.3,.533,1.7,4.6,.375,6.4,10.7,.601,.589,3.0,4.6,.646,1.7,7.8,9.5,1.5,0.9,1.2,1.8,2.0,21.1
515,Robert Woodard\woodaro01,SF,21,SAC,11,0,2.6,0.6,1.3,.500,0.1,0.4,.250,0.5,0.9,.600,.536,0.3,0.7,.375,0.3,0.7,1.0,0.0,0.0,0.2,0.1,0.2,1.6
516,Delon Wright\wrighde01,SG-PG,28,TOT,45,31,27.4,3.5,7.8,.456,0.8,2.4,.352,2.7,5.4,.502,.510,1.9,2.3,.800,1.0,3.2,4.2,4.4,1.5,0.4,1.2,1.1,9.8
516,Delon Wright\wrighde01,SG,28,DET,36,31,29.2,3.8,8.1,.464,0.9,2.5,.348,2.9,5.7,.515,.517,2.0,2.5,.789,1.0,3.5,4.6,5.0,1.6,0.5,1.3,1.3,10.4
516,Delon Wright\wrighde01,PG,28,SAC,9,0,20.0,2.6,6.2,.411,0.8,2.1,.368,1.8,4.1,.432,.473,1.4,1.7,.867,0.9,1.8,2.7,1.8,1.1,0.0,0.8,0.7,7.3
517,Thaddeus Young\youngth01,PF,32,CHI,49,16,24.9,5.6,9.6,.585,0.1,0.6,.222,5.5,9.1,.607,.591,1.0,1.6,.620,2.4,4.0,6.4,4.3,1.2,0.6,2.0,2.4,12.4
518,Trae Young\youngtr01,PG,22,ATL,50,50,34.3,7.8,17.8,.435,2.3,6.5,.361,5.4,11.3,.478,.501,7.6,8.7,.867,0.6,3.3,4.0,9.5,0.8,0.2,4.3,1.9,25.4
519,Cody Zeller\zelleco01,C,28,CHO,34,20,21.5,3.6,6.9,.532,0.1,0.7,.125,3.6,6.1,.579,.539,1.7,2.3,.734,2.6,4.6,7.2,2.0,0.7,0.4,1.0,2.3,9.1
520,Ivica Zubac\zubaciv01,C,23,LAC,56,17,22.1,3.5,5.3,.652,0.0,0.1,.000,3.5,5.3,.659,.652,1.9,2.3,.806,2.7,4.6,7.3,1.2,0.4,0.9,1.1,2.5,8.8
